id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,exampleZh,translationSource,exampleSource,qaFlags,source,note
1214,15,School,76,Subjects,11,N chemistry,N chemistry,氮化學,,I learned the word N chemistry at school.,我在學校學過 N 化學這個字。,machine_translation,generated_example,,OCR from scanned page,© N chemistry (n)@ BBA scientst saa
1215,15,School,76,Subjects,12,math,math,數學,,I learned the word math at school.,我在學校學過數學這個詞。,machine_translation,generated_example,,OCR from scanned page,© 12 math (me0} (n.) Willis good at math.
1216,15,School,76,Subjects,13,S biology,S biology,S生物學,,I learned the word S biology at school.,我在學校學過「S 生物學」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 1S biology (n)@ —_Allliving plants and «
1217,15,School,76,Subjects,14,law,law,法律,,I learned the word law at school.,我在學校學過法律這個詞。,machine_translation,generated_example,,OCR from scanned page,© 16 law(n.) Susan wants to study
1218,15,School,76,Subjects,15,picture,picture,圖片,,I learned the word picture at school.,我在學校學過「圖片」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 8 picture (2) Judy hung the pictur
1219,15,School,77,Taking a Language Course,1,course,course,課程,,I learned the word course at school.,我在學校學過「課程」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 1 course (n.) Her aunt wants to take an English ce
1220,15,School,77,Taking a Language Course,2,dictionary,dictionary,字典,,I learned the word dictionary at school.,我在學校學過單字字典。,machine_translation,generated_example,,OCR from scanned page,‘® 2 dictionary (n.)@ You need a good dictionary if you \
1221,15,School,77,Taking a Language Course,3,story,story,故事,,I learned the word story at school.,我在學校學到了故事這個詞。,machine_translation,generated_example,,OCR from scanned page,*® 3 story (n.) Grandmother tells me a story every
1222,15,School,77,Taking a Language Course,4,method,method,方法,,I learned the word method at school.,我在學校學過「方法」這個詞。,machine_translation,generated_example,,OCR from scanned page,4 method (.)@ Teachers must thin
1223,15,School,77,Taking a Language Course,5,spell,spell,咒語,,I learned the word spell at school.,我在學校學過咒語這個詞。,machine_translation,generated_example,,OCR from scanned page,* 6 spell («) Do you know how
1224,15,School,77,Taking a Language Course,6,word,word,字,,I learned the word word at school.,我在學校學過這個詞。,machine_translation,generated_example,,OCR from scanned page,* 7 word (0) Can you write the w
1225,15,School,77,Taking a Language Course,7,vocabulary,vocabulary,詞彙,,I learned the word vocabulary at school.,我在學校學過單字詞彙。,machine_translation,generated_example,,OCR from scanned page,© 8 vocabulary (n.)@ Please use the new
1226,15,School,77,Taking a Language Course,8,conversation,conversation,談話,,I learned the word conversation at school.,我在學校學過「對話」這個詞。,machine_translation,generated_example,,OCR from scanned page,"© 9 conversation (n,) idiom s&s RFit"
1227,15,School,77,Taking a Language Course,9,letter,letter,信,,I learned the word letter at school.,我在學校學過字母這個字。,machine_translation,generated_example,,OCR from scanned page,#0 letter (0) Can you give me a
1228,15,School,77,Taking a Language Course,10,speak,speak,說話,,I learned the word speak at school.,我在學校學到了「說話」這個詞。,machine_translation,generated_example,,OCR from scanned page,¥ 13 speak (spik) (x) Tim speaks Chinese
1229,15,School,77,Taking a Language Course,11,repeat,repeat,重複,,I learned the word repeat at school.,我在學校學到了「重複」這個詞。,machine_translation,generated_example,,OCR from scanned page,14 repeat (npit| (x) Repeat the sentenc
1230,15,School,77,Taking a Language Course,12,read,read,讀,,I learned the word read at school.,我在學校學到了「read」這個字。,machine_translation,generated_example,,OCR from scanned page,¥15 read (rid) (x) Did you read that n
1231,15,School,77,Taking a Language Course,13,meaning,meaning,意義,,I learned the word meaning at school.,我在學校學到了這個詞的意思。,machine_translation,generated_example,,OCR from scanned page,16 meaning(n.)Q ~The meaning of “re
1232,15,School,77,Taking a Language Course,14,mean,mean,意思是,,I learned the word mean at school.,我在學校學到了「卑鄙」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 17 mean {min} (%) What does this wor
1233,15,School,77,Taking a Language Course,15,sentence,sentence,句子,,I learned the word sentence at school.,我在學校學過句子這個字。,machine_translation,generated_example,,OCR from scanned page,18 sentence (n)@ Can you make a sen
1234,15,School,77,Taking a Language Course,16,practice,practice,練習,,I learned the word practice at school.,我在學校學到了練習這個詞。,machine_translation,generated_example,,OCR from scanned page,¥ 19 practice (n.)(v) © Youneed a lot of pr
1235,15,School,78,Taking a Math Course,1,basic,basic,基本的,,I learned the word basic at school.,我在學校學過「基礎」這個詞。,machine_translation,generated_example,,OCR from scanned page,| © 1 basic (a) Basic math problems aren't too har
1236,15,School,78,Taking a Math Course,2,principle,principle,原則,,I learned the word principle at school.,我在學校學過原則這個詞。,machine_translation,generated_example,,OCR from scanned page,© 2 principle (n)@ Today we will learn
1237,15,School,78,Taking a Math Course,3,chart,chart,圖表,,I learned the word chart at school.,我在學校學過單字表。,machine_translation,generated_example,,OCR from scanned page,© 3 chart (a)@ Look at the chart t
1238,15,School,78,Taking a Math Course,4,symbol,symbol,符號,,I learned the word symbol at school.,我在學校學過符號這個字。,machine_translation,generated_example,,OCR from scanned page,© 4 symbol (nO. There are too many
1239,15,School,78,Taking a Math Course,5,count,count,計數,,I learned the word count at school.,我在學校學過字數統計。,machine_translation,generated_example,,OCR from scanned page,* 5 count (v.) Two-year-old Jessie
1240,15,School,78,Taking a Math Course,6,add,add,添加,,I learned the word add at school.,我在學校學過add這個字。,machine_translation,generated_example,,OCR from scanned page,© 6 add (x) When you add nun
1241,15,School,78,Taking a Math Course,7,plus,plus,加號,,I learned the word plus at school.,我在學校學到了「plus」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 7 plus (pias) (prep. What is five plus fo
1242,15,School,78,Taking a Math Course,8,minus,minus,減,,I learned the word minus at school.,我在學校學到了「減」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 8 minus (prep.) Ten minus seven e
1243,15,School,78,Taking a Math Course,9,equal,equal,平等,,I learned the word equal at school.,我在學校學到了平等這個詞。,machine_translation,generated_example,,OCR from scanned page,"© 9 equal (v,) (a) All people are eque"
1244,15,School,78,Taking a Math Course,10,divide,divide,劃分,,I learned the word divide at school.,我在學校學到了「鴻溝」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 10 divide (x) Two divided by tw:
1245,15,School,78,Taking a Math Course,11,solve,solve,解決,,I learned the word solve at school.,我在學校學到了「解決」這個詞。,machine_translation,generated_example,duplicate_word,OCR from scanned page,‘© 11 solve (x) Who can solve the
1246,15,School,78,Taking a Math Course,12,problem,problem,問題,,I learned the word problem at school.,我在學校學過單字問題。,machine_translation,generated_example,,OCR from scanned page,*12 problem (n)@ EEE solution BERTIE
1247,15,School,78,Taking a Math Course,13,mistake,mistake,錯誤,,I learned the word mistake at school.,我在學校學到了「錯誤」這個詞。,machine_translation,generated_example,,OCR from scanned page,*4mistake (n)© We all should learn
1248,15,School,78,Taking a Math Course,14,error,error,錯誤,,I learned the word error at school.,我在學校學到了「錯誤」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 15 error (n.) I made an error in +
1249,15,School,79,Preparing for a Test,1,study,study,學習,,I learned the word study at school.,我在學校學到了「學習」這個詞。,machine_translation,generated_example,,OCR from scanned page,| ® 1 study () Joe has been studying hard.
1250,15,School,79,Preparing for a Test,2,exam,exam,考試,,I learned the word exam at school.,我在學校學到了「考試」這個詞。,machine_translation,generated_example,,OCR from scanned page,#2 exam(n) The exam will be held next Tuesday.
1251,15,School,79,Preparing for a Test,3,review,review,評論,,I learned the word review at school.,我在學校學到了「複習」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 4 review (w) We will review the t
1252,15,School,79,Preparing for a Test,4,textbook,textbook,教科書,,I learned the word textbook at school.,我在學校學過課本這個字。,machine_translation,generated_example,,OCR from scanned page,© 5 textbook (n)@ EEE preview ME
1253,15,School,79,Preparing for a Test,5,homework,homework,作業,,I learned the word homework at school.,我在學校學到了「作業」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 6 homework (n.)] Tom handed in a bl
1254,15,School,79,Preparing for a Test,6,blank,blank,空白,,I learned the word blank at school.,我在學校學過「空白」這個詞。,machine_translation,generated_example,,OCR from scanned page,| *7 blank (2) MRT RAMEE
1255,15,School,79,Preparing for a Test,7,note,note,紙鈔,n.[C],These notes (banknotes) do not look real.,這些紙幣（鈔票）看起來並不真實。,source_771,source_771,duplicate_word,OCR from scanned page,* 8 note (nO ‘The good student a
1256,15,School,79,Preparing for a Test,8,question,question,問題,,I learned the word question at school.,我在學校學過「問題」這個詞。,machine_translation,generated_example,,OCR from scanned page,*® 9 question (n.)©@ I don't understand t
1257,15,School,79,Preparing for a Test,9,underline,underline,底線,,I learned the word underline at school.,我在學校學到了底線這個詞。,machine_translation,generated_example,,OCR from scanned page,© 10underline (%) Please solve the pro
1258,15,School,79,Preparing for a Test,10,score,score,分數,,I learned the word score at school.,我在學校學到了分數這個詞。,machine_translation,generated_example,,OCR from scanned page,© 12 score (skor] (n.) © What was your scor
1259,15,School,79,Preparing for a Test,11,grade,grade,等級,,I learned the word grade at school.,我在學校學到了「年級」這個詞。,machine_translation,generated_example,,OCR from scanned page,#13 grade (a) Denny doesn't have
1260,15,School,79,Preparing for a Test,12,final,final,決賽,,I learned the word final at school.,我在學校學到了final這個字。,machine_translation,generated_example,,OCR from scanned page,© 14 final (a) Jill smiled after ansv
1261,15,School,79,Preparing for a Test,13,result,result,結果,,I learned the word result at school.,我在學校學到了「結果」這個詞。,machine_translation,generated_example,,OCR from scanned page,15 result (n.) © We will receive the
1262,15,School,79,Preparing for a Test,14,pass,pass,透過,,I learned the word pass at school.,我在學校學到了「pass」這個詞。,machine_translation,generated_example,,OCR from scanned page,#16 pass (x) | passed the test. #2
1263,15,School,79,Preparing for a Test,15,fail,fail,失敗,,I learned the word fail at school.,我在學校學到了失敗這個詞。,machine_translation,generated_example,,OCR from scanned page,*17 fail (~) Scott failed the qui
1264,15,School,79,Preparing for a Test,16,quiz,quiz,測驗,,I learned the word quiz at school.,我在學校學到了測驗這個詞。,machine_translation,generated_example,,OCR from scanned page,18 quiz (1) ‘The doctor failed tc
1265,15,School,79,Preparing for a Test,17,cheat,cheat,作弊,,I learned the word cheat at school.,我在學校學到了作弊這個詞。,machine_translation,generated_example,,OCR from scanned page,* 19 cheat (wij («) Don't cheat on the te
1266,15,School,80,Stationery,1,stationery,stationery,文具,,I learned the word stationery at school.,我在學校學到了文具這個詞。,machine_translation,generated_example,,OCR from scanned page,© 1 stationery (o.)@ Mom buys us new stationery eve
1267,15,School,80,Stationery,2,board,board,董事會,,I learned the word board at school.,我在學校學過單字板。,machine_translation,generated_example,duplicate_word,OCR from scanned page,| ©2 board (n) The teacher wrote the answers or
1268,15,School,80,Stationery,3,eraser,eraser,橡皮擦,,I learned the word eraser at school.,我在學校學到了橡皮擦這個字。,machine_translation,generated_example,,OCR from scanned page,* 3 eraser (n.) © The teacher uses an eraser to cle
1269,15,School,80,Stationery,4,glue,glue,膠水,,I learned the word glue at school.,我在學校學到了「膠水」這個詞。,machine_translation,generated_example,,OCR from scanned page,| *4 glue (a)m Spread some ¢
1270,15,School,80,Stationery,5,paste,paste,貼上,,I learned the word paste at school.,我在學校學過「貼」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 5 paste (x) GB 2 tube of pa
1271,15,School,80,Stationery,6,tape,tape,膠帶,,I learned the word tape at school.,我在學校學過「磁帶」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 7 tape (nm Can you give n
1272,15,School,80,Stationery,7,workbook,workbook,作業簿,,I learned the word workbook at school.,我在學校學過「練習本」這個詞。,machine_translation,generated_example,,OCR from scanned page,"* 9 workbook (n, )© Ihave to do pag"
1273,15,School,80,Stationery,8,notebook,notebook,筆記本,,I learned the word notebook at school.,我在學校學過「筆記本」這個詞。,machine_translation,generated_example,,OCR from scanned page,* notebook (n)q Jane read the n
1274,15,School,80,Stationery,9,pencil,pencil,鉛筆,,I learned the word pencil at school.,我在學校學到了鉛筆這個詞。,machine_translation,generated_example,,OCR from scanned page,#2 pencil (nq The teacher gav
1275,15,School,80,Stationery,10,Pencilcase,Pencilcase,鉛筆盒,,I learned the word Pencilcase at school.,我在學校學到了「鉛筆盒」這個詞。,machine_translation,generated_example,,OCR from scanned page,Pencilcase(n)O sess —iean 1
1276,15,School,80,Stationery,11,marker,marker,標記,,I learned the word marker at school.,我在學校學到了標記這個詞。,machine_translation,generated_example,,OCR from scanned page,; #14 marker (n.) Do you want to «
1277,15,School,80,Stationery,12,crayon,crayon,蠟筆,,I learned the word crayon at school.,我在學校學到了蠟筆這個詞。,machine_translation,generated_example,,OCR from scanned page,15 crayon (n.)q GBB highlighter a
1278,15,School,80,Stationery,13,paper,paper,紙,,I learned the word paper at school.,我在學校學過單字紙。,machine_translation,generated_example,duplicate_word,OCR from scanned page,¥*17 paper (n)Q Amy drew a line
1279,15,School,80,Stationery,14,Postcard,Postcard,明信片,,I learned the word Postcard at school.,我在學校學到了「明信片」這個詞。,machine_translation,generated_example,,OCR from scanned page,19 Postcard (n.)@ Cynthia sends po:
1280,15,School,80,Stationery,15,FP backpack,FP backpack,FP背包,,I learned the word FP backpack at school.,我在學校學到了FP背包這個詞。,machine_translation,generated_example,,OCR from scanned page,“FP backpack (n)q Pack your workbo
1281,15,School,80,Stationery,16,diary,diary,日記,,I learned the word diary at school.,我在學校學到了日記這個詞。,machine_translation,generated_example,,OCR from scanned page,21 diary (n)q | write in my diary
1282,15,School,81,Writing a Term Paper,1,paper,paper,紙,,I learned the word paper at school.,我在學校學過單字紙。,machine_translation,generated_example,duplicate_word,OCR from scanned page,| * 2 paper (n.) Wayne is writing his term paper. i:
1283,15,School,81,Writing a Term Paper,2,book,book,書,,I learned the word book at school.,我在學校學過單字書。,machine_translation,generated_example,,OCR from scanned page,#3 book (.)0 Hank has read a lot of books.
1284,15,School,81,Writing a Term Paper,3,terrific,terrific,太棒了,,I learned the word terrific at school.,我在學校學到了「棒極了」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 5 terrific (a) Your paper is
1285,15,School,81,Writing a Term Paper,4,decide,decide,決定,,I learned the word decide at school.,我在學校學到了「決定」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 6 decide (v.) We decided tc
1286,15,School,81,Writing a Term Paper,5,topic,topic,主題,,I learned the word topic at school.,我在學校學過主題這個詞。,machine_translation,generated_example,,OCR from scanned page,* 7 topic (JO The topic of o
1287,15,School,81,Writing a Term Paper,6,discussion,discussion,討論,,I learned the word discussion at school.,我在學校學到了「討論」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 8 discussion (n.)©@ The parents ar
1288,15,School,81,Writing a Term Paper,7,discuss,discuss,討論,,I learned the word discuss at school.,我在學校學到了「討論」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 9 discuss (x) Read the ques
1289,15,School,81,Writing a Term Paper,8,classmate,classmate,同學,,I learned the word classmate at school.,我在學校學到了「同學」這個詞。,machine_translation,generated_example,,OCR from scanned page,10 classmate (n.)@ Most of Jason’
1290,15,School,81,Writing a Term Paper,9,surf,surf,衝浪,,I learned the word surf at school.,我在學校學到了「衝浪」這個詞。,machine_translation,generated_example,duplicate_word,OCR from scanned page,¥ 1 surf («) Teenagers ofte
1291,15,School,81,Writing a Term Paper,10,revise,revise,修改,,I learned the word revise at school.,我在學校學到了「修改」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 12 revise (x) After you write
1292,15,School,81,Writing a Term Paper,11,correct,correct,正確,,I learned the word correct at school.,我在學校學過「正確」這個詞。,machine_translation,generated_example,,OCR from scanned page,*13 correct (a) (x) What.is the cor
1293,15,School,81,Writing a Term Paper,12,wrong,wrong,錯誤的,,I learned the word wrong at school.,我在學校學錯了這個詞。,machine_translation,generated_example,,OCR from scanned page,14 wrong (a) It is wrong to
1294,15,School,81,Writing a Term Paper,13,complete,complete,完成,,I learned the word complete at school.,我在學校學過「完整」這個詞。,machine_translation,generated_example,,OCR from scanned page,15 complete (x) (a.) Have you come
1295,15,School,81,Writing a Term Paper,14,hand,hand,手；交,n.[C]；v.,We should wash our hands often.,我們應該經常洗手。,source_771,source_771,duplicate_word,OCR from scanned page,¥* 17 hand (w) Hand me that
1296,15,School,82,Preparing for a Speech Contest,1,prepare,prepare,準備,,I learned the word prepare at school.,我在學校學到了「準備」這個詞。,machine_translation,generated_example,duplicate_word,OCR from scanned page,| ® 1 prepare (v.) Let's prepare for our speech!
1297,15,School,82,Preparing for a Speech Contest,2,speech,speech,演講,,I learned the word speech at school.,我在學校學過演講這個詞。,machine_translation,generated_example,,OCR from scanned page,"| @2 speech (n.)q The speech was long, butit inspired u"
1298,15,School,82,Preparing for a Speech Contest,3,step,step,步驟,,I learned the word step at school.,我在學校學到了「步驟」這個詞。,machine_translation,generated_example,,OCR from scanned page,| 4 step ()(n)© Do not step on the
1299,15,School,82,Preparing for a Speech Contest,4,excellent,excellent,優秀的,,I learned the word excellent at school.,我在學校學到了「優秀」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 5 excellent (a) What an excellent :
1300,15,School,82,Preparing for a Speech Contest,5,remember,remember,記住,,I learned the word remember at school.,我在學校學到了「記住」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 6 remember (wv) Frank really can't re
1301,15,School,82,Preparing for a Speech Contest,6,improve,improve,改善,,I learned the word improve at school.,我在學校學到了「改進」這個詞。,machine_translation,generated_example,,OCR from scanned page,© 8 improve (v) Writing a speech ca
1302,15,School,82,Preparing for a Speech Contest,7,forget,forget,忘記,,I learned the word forget at school.,我在學校學到了「忘記」這個詞。,machine_translation,generated_example,,OCR from scanned page,* 9 forget (x) Don't forget to pra
1303,15,School,82,Preparing for a Speech Contest,8,role,role,角色,,I learned the word role at school.,我在學校學到了「角色」這個詞。,machine_translation,generated_example,,OCR from scanned page,#10 role (n)@ What role do you p
1304,15,School,82,Preparing for a Speech Contest,9,learn,learn,學習,,I learned the word learn at school.,我在學校學到了「學習」這個詞。,machine_translation,generated_example,,OCR from scanned page,#11 learn (x) Linda learned to pl
1305,15,School,82,Preparing for a Speech Contest,10,perfect,perfect,完美的,,I learned the word perfect at school.,我在學校學到了完美這個詞。,machine_translation,generated_example,,OCR from scanned page,2 perfect (a) You should practice
1306,15,School,82,Preparing for a Speech Contest,11,want,want,想要,,I learned the word want at school.,我在學校學到了「想要」這個詞。,machine_translation,generated_example,,OCR from scanned page,14 want () Do you want to wir
1307,15,School,82,Preparing for a Speech Contest,12,prize,prize,獎品,,I learned the word prize at school.,我在學校學到了「獎」這個詞。,machine_translation,generated_example,,OCR from scanned page,¥15 prize (n) The winner will get
1308,16,Places and Locations,83,Locations and Positions,1,position,position,位置,,The word position helps us describe places.,位置這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,© 1 position (n)@ What is your position? | can't find yc
1309,16,Places and Locations,83,Locations and Positions,2,entrance,entrance,入口,,The word entrance helps us describe places.,入口這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 2 entrance (n)© Please enter through the entrance o
1310,16,Places and Locations,83,Locations and Positions,3,enter,enter,輸入,,The word enter helps us describe places.,輸入這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,3 enter (x) Where can we enter the playground
1311,16,Places and Locations,83,Locations and Positions,4,center,center,中心,,The word center helps us describe places.,中心這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 5 center (JO There is a park in th
1312,16,Places and Locations,83,Locations and Positions,5,central,central,中央,,The word central helps us describe places.,中心這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 6 central (a) The central part of
1313,16,Places and Locations,83,Locations and Positions,6,front,front,前面,,The word front helps us describe places.,「front」這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 7 front (o.)(a)@ There is a small box
1314,16,Places and Locations,83,Locations and Positions,7,back,back,背,n.[C],I hurt my back when I played tennis yesterday.,昨天打網球時我傷了背。,source_771,source_771,duplicate_word,OCR from scanned page,* 8 back (n) (a)O The bakery section
1315,16,Places and Locations,83,Locations and Positions,8,aar,aar,阿爾,,The word aar helps us describe places.,aar 這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,‘Saar A  (
1316,16,Places and Locations,83,Locations and Positions,9,middle,middle,中,,The word middle helps us describe places.,「中間」這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 9 middle (n)Q He is sitting in the
1317,16,Places and Locations,83,Locations and Positions,10,top,top,頂部,,The word top helps us describe places.,頂部這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,#10 top (n.)O Can you reach the t
1318,16,Places and Locations,83,Locations and Positions,11,upper,upper,上層,,The word upper helps us describe places.,「上」這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 11 upper (a) The train's upper Ie
1319,16,Places and Locations,83,Locations and Positions,12,bottom,bottom,底部,,The word bottom helps us describe places.,底部這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 12 bottom (n)Q —_Aletter was at the |
1320,16,Places and Locations,83,Locations and Positions,13,address,address,地址,,The word address helps us describe places.,地址這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,13 address (0) Please tell me the a
1321,16,Places and Locations,83,Locations and Positions,14,street,street,街道,,The word street helps us describe places.,街道這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,#16 street (a) Jessie lives on the s
1322,16,Places and Locations,83,Locations and Positions,15,indicate,indicate,表明,,The word indicate helps us describe places.,「指示」這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,‘17 indicate (v.) The sign indicated
1323,16,Places and Locations,83,Locations and Positions,16,show,show,顯示,,The word show helps us describe places.,「表演」這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,"*18 show (x)(n)@ Let me show you v,"
1324,16,Places and Locations,84,Directions and Movements,1,direction,direction,方向,,The word direction helps us describe places.,方向這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,| @1 direction (a) @W The driver stopped his car to ask me
1325,16,Places and Locations,84,Directions and Movements,2,direct,direct,直接,,The word direct helps us describe places.,「直接」這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,© 2 direct (v.) The secretary directed the guest to th
1326,16,Places and Locations,84,Directions and Movements,3,motion,motion,運動,,The word motion helps us describe places.,運動這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,"3 motion(.)O We don't feel it, but the earth is alwz"
1327,16,Places and Locations,84,Directions and Movements,4,west,west,西,,The word west helps us describe places.,西方這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 4 west (n.) (a) (adv) The sun sets in th
1328,16,Places and Locations,84,Directions and Movements,5,north,north,北,,The word north helps us describe places.,北這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,"* 5 north (n,) (a) (adv.) Most of the stude"
1329,16,Places and Locations,84,Directions and Movements,6,east,east,東,,The word east helps us describe places.,東方這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,® 6 east (n.)(a) (adv) Taiwan lies to the
1330,16,Places and Locations,84,Directions and Movements,7,south,south,南,,The word south helps us describe places.,南方這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 7 south (n.) (a. (adv) Nick and | will go
1331,16,Places and Locations,84,Directions and Movements,8,backward,backward,落後,,The word backward helps us describe places.,向後這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 8 backward (adv) Airplanes cannot
1332,16,Places and Locations,84,Directions and Movements,9,forward,forward,前進,,The word forward helps us describe places.,「前進」這個詞可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,© 9 forward (adv) Dad drove forwar
1333,16,Places and Locations,84,Directions and Movements,10,i left,i left,我離開了,,The word i left helps us describe places.,我留下的字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* i left (x. (@) (adv) You will see the su
1334,16,Places and Locations,84,Directions and Movements,11,map,map,地圖,,The word map helps us describe places.,地圖這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,*12 map (n.) Don't forget to bri
1335,16,Places and Locations,84,Directions and Movements,12,movement,movement,運動,,The word movement helps us describe places.,運動這個字可以幫助我們形容地方。,machine_translation,generated_example,duplicate_word,OCR from scanned page,© 13 movement (n) Sarah made no m
1336,16,Places and Locations,85,Places in a City 1,1,cafeteria,cafeteria,自助餐廳,,The word cafeteria helps us describe places.,自助餐廳這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| @ 2 cafeteria (n.)© EBB school cafeteria ARSENE
1337,16,Places and Locations,85,Places in a City 1,2,bakery,bakery,麵包店,,The word bakery helps us describe places.,麵包店這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| ® 3 bakery (JO Ilike the chocolate cake at that bak
1338,16,Places and Locations,85,Places in a City 1,3,restaurant,restaurant,餐廳,,The word restaurant helps us describe places.,餐廳這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 4 restaurant (n)©@ | know a good re
1339,16,Places and Locations,85,Places in a City 1,4,mall,mall,商場,,The word mall helps us describe places.,購物中心這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,#5 mall(n)@ Liz likes to shop z
1340,16,Places and Locations,85,Places in a City 1,5,market,market,市場,,The word market helps us describe places.,市場這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| ® 6 market (n): Mother goes to th
1341,16,Places and Locations,85,Places in a City 1,6,supermarket,supermarket,超市,,The word supermarket helps us describe places.,超市這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 7 supermarket (n.) We can get some
1342,16,Places and Locations,85,Places in a City 1,7,store,store,商店,,The word store helps us describe places.,商店這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 8 store (nO That store sells
1343,16,Places and Locations,85,Places in a City 1,8,shop,shop,商店,,The word shop helps us describe places.,商店這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 9 shop (n) («) The stationery sh
1344,16,Places and Locations,85,Places in a City 1,9,shopkeeper,shopkeeper,店主,,The word shopkeeper helps us describe places.,店主這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*10 shopkeeper (n.) © The shopkeeper
1345,16,Places and Locations,85,Places in a City 1,10,tore,tore,撕裂,,The word tore helps us describe places.,「撕裂」這個字幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,store (a) like printing and
1346,16,Places and Locations,85,Places in a City 1,11,drugstore,drugstore,藥局,,The word drugstore helps us describe places.,藥局這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 14 drugstore (n.)@ The sick woman
1347,16,Places and Locations,85,Places in a City 1,12,theater,theater,劇院,,The word theater helps us describe places.,劇院這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*iStheater(n)@Q Let's goto sea.
1348,16,Places and Locations,85,Places in a City 1,13,seat,seat,座位,,The word seat helps us describe places.,座位這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,16 seat (n) OQ How many seats
1349,16,Places and Locations,86,Places in a City 2,1,office,office,辦公室,,The word office helps us describe places.,辦公室這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 1 office (nO Please lead me to his office. 78%
1350,16,Places and Locations,86,Places in a City 2,2,post office,post office,郵局,,The word post office helps us describe places.,郵局這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| *®2 post office (n.) © Will you go to th
1351,16,Places and Locations,86,Places in a City 2,3,bank,bank,銀行,,The word bank helps us describe places.,詞庫幫助我們形容地方。,machine_translation,generated_example,duplicate_word,OCR from scanned page,* 3 bank(n)@ Ben keeps his mc
